,Name,Pos,Age,PA,R,RBI,2B,HR,SB,CS,bb%,k%,RC27,OPS,XWOBA,O,Def,BsR,WAR,wRC+,RJML,SSBL,CJPL,key_FG,avgL,obpL,slgL,opsL,avgR,obpR,slgR,opsR
352,Rhys Hoskins,3,31,517,59,82,14,26,3,0,10.3,28.8,4.3,0.722,0.305,355,-12.7287,-3.2995,0.1383,100.2481,BRA,avail,ANG,16472,0.218,0.323,0.455,0.778,0.212,0.296,0.407,0.703
353,Brandon Crawford*,65,37,80,5,4,5,1,0,0,10.0,32.5,2.7,0.545,0.274,37,2.5842,0.0955,0.1378,58.0934,GH,SB,avail,5343,0.2,0.273,0.3,0.573,0.164,0.261,0.279,0.54
354,Kody Clemens*,3547,28,120,17,18,9,5,0,0,4.2,24.2,3.8,0.705,0.26,85,-1.6134,0.1175,0.1338,91.6124,avail,avail,avail,20572,0.3,0.333,0.45,0.783,0.202,0.242,0.447,0.689
355,Oliver Dunn*,5,26,104,11,7,2,1,3,0,5.8,38.5,3.3,0.598,0.262,58,0.8962,0.8259,0.1305,68.4729,avail,rook,rook,26295,0.167,0.286,0.167,0.453,0.225,0.281,0.326,0.607
356,David Dahl*,79,30,62,6,8,2,3,0,0,4.8,33.9,3.4,0.639,0.27,37,1.2799,-0.0501,0.1297,72.504,avail,avail,avail,13744,0.167,0.25,0.167,0.417,0.212,0.241,0.423,0.664
357,Joey Loperfido*,789,25,262,24,25,13,4,4,2,5.0,36.3,3.1,0.614,0.256,147,0.6373,-0.4286,0.1199,74.0444,avail,rook,rook,29630,0.178,0.26,0.267,0.527,0.222,0.265,0.369,0.634
358,Ehire Adrianza#,54,34,28,4,2,1,1,0,0,7.1,39.3,2.5,0.596,0.229,15,1.3332,-0.0412,0.1177,66.0983,avail,avail,avail,8418,0.222,0.222,0.333,0.555,0.176,0.263,0.353,0.616
359,Luis Guillorme*,456,29,187,14,10,9,0,4,2,12.3,19.3,2.6,0.574,0.28,87,2.0744,0.083,0.1174,66.8118,avail,avail,avail,16451,0.056,0.105,0.056,0.161,0.224,0.323,0.301,0.624
360,Joshua Palacios*,978,28,78,10,9,2,2,1,0,12.8,15.4,4.3,0.676,0.338,51,-0.8266,-0.0424,0.1155,93.4663,HAL,avail,avail,19818,0.25,0.25,0.25,0.5,0.218,0.348,0.364,0.712
361,Thomas Saggese,465,22,52,5,4,2,1,0,0,3.8,26.9,2.7,0.556,0.254,26,2.1437,-0.1112,0.1137,57.1804,avail,rook,rook,27883,0.214,0.267,0.5,0.767,0.2,0.243,0.229,0.472
362,Jonatan Clase#,78,22,66,7,5,2,1,3,1,4.5,25.8,3.5,0.631,0.216,37,-0.6512,0.4442,0.1056,87.1513,avail,rook,rook,26599,0.2,0.286,0.24,0.526,0.278,0.316,0.389,0.705
363,Evan Carter*,798,21,162,23,15,6,5,2,0,9.3,26.5,3.5,0.633,0.282,103,-1.7804,1.1913,0.105,79.5308,HIG,VM,ANG,27790,0.111,0.172,0.111,0.283,0.205,0.293,0.419,0.712
364,Lenyn Sosa,54,24,369,28,35,13,8,3,1,3.3,20.9,3.5,0.642,0.321,195,-2.2988,-0.5937,0.1032,80.0862,VAN,avail,avail,22896,0.296,0.317,0.452,0.769,0.233,0.267,0.314,0.581
365,Jason Delay,2,29,19,1,6,3,0,0,0,15.8,0.0,4.8,0.733,0.28,17,0.2881,-0.0481,0.1021,105.0986,BRA,SIP,GAP,19806,0.25,0.4,0.5,0.9,0.182,0.308,0.364,0.672
366,Cal Stevenson*,89,27,27,2,6,3,0,0,0,11.1,14.8,4.1,0.708,0.31,19,0.6514,-0.598,0.0996,100.3593,avail,avail,avail,22411,0.0,0.0,0.0,0.0,0.273,0.36,0.409,0.769
367,Mickey Moniak*,897,26,418,48,49,17,14,8,4,5.0,27.3,3.4,0.646,0.287,258,-1.8978,-1.2665,0.0939,79.3846,CAM,KR,JFS,19956,0.182,0.229,0.273,0.502,0.223,0.269,0.39,0.659
368,Ezequiel Duran,573649,25,285,26,20,11,3,1,2,4.9,22.1,3.0,0.609,0.254,138,0.8567,-0.8445,0.0923,73.5693,SV,SIP,JFS,23733,0.209,0.25,0.244,0.494,0.264,0.306,0.357,0.663
369,Hunter Feduccia*,2,27,14,2,1,0,0,0,0,14.3,14.3,4.8,0.762,0.288,8,0.0027,-0.053,0.0899,127.1755,avail,rook,rook,23372,0.0,0.333,0.0,0.333,0.4,0.455,0.4,0.855
370,Connor Norby,54,24,194,32,20,9,9,3,3,7.7,33.0,4.3,0.732,0.318,134,-3.8848,-1.9219,0.0892,100.634,avail,rook,rook,29592,0.238,0.238,0.444,0.682,0.235,0.321,0.435,0.756
371,Jace Jung*,5,23,94,14,3,5,0,0,1,16.0,30.9,3.8,0.666,0.295,52,-2.0705,-0.4184,0.0848,101.6432,avail,rook,rook,31437,0.3,0.417,0.3,0.717,0.232,0.354,0.304,0.658
372,Livan Soto*,4,24,16,1,0,1,0,0,0,18.8,18.8,4.8,0.683,0.359,8,0.1145,-0.0511,0.0759,112.5318,avail,avail,avail,22471,0.0,0.5,0.0,0.5,0.25,0.357,0.333,0.69
373,Estevan Florial*,798,26,111,11,11,6,3,2,1,9.9,36.9,3.0,0.631,0.249,67,-1.3478,0.9453,0.0747,79.7282,RM,avail,avail,19151,0.308,0.357,0.538,0.895,0.153,0.25,0.341,0.591
374,Ke'Bryan Hayes,5,27,396,38,25,9,4,11,2,5.8,18.9,2.7,0.573,0.278,189,6.4094,0.4314,0.0727,59.1966,SV,CB,HAM,18577,0.309,0.383,0.469,0.852,0.211,0.252,0.239,0.491
375,Jordyn Adams,98,24,38,4,4,0,1,2,0,7.9,31.6,3.3,0.603,0.311,22,0.0875,0.54,0.072,72.4771,avail,avail,avail,23788,0.182,0.25,0.182,0.432,0.25,0.308,0.375,0.683
376,Andres Chaparro,3,25,132,12,15,12,4,1,1,5.3,18.2,3.6,0.693,0.303,81,-1.7061,-0.9072,0.0671,92.8285,avail,rook,rook,21797,0.3,0.378,0.6,0.978,0.173,0.23,0.321,0.551
377,Brooks Baldwin#,46,23,121,9,8,6,2,4,0,5.0,25.6,2.8,0.566,0.271,61,1.051,1.2804,0.0619,58.3587,avail,rook,rook,31394,0.192,0.3,0.231,0.531,0.216,0.233,0.341,0.574
378,Jahmai Jones,749,26,47,8,4,1,1,1,1,4.3,34.0,4.0,0.685,0.268,32,-0.3592,-0.4048,0.0613,96.1037,avail,avail,avail,18872,0.304,0.36,0.565,0.925,0.158,0.238,0.158,0.396
379,Oswald Peraza,5,24,11,2,1,0,1,0,0,9.1,27.3,4.8,0.773,0.362,8,0.0187,-0.0158,0.0581,115.3039,TB,TBD,OCG,22823,0.286,0.375,0.714,1.089,0.0,0.0,0.0,0.0
380,Dominic Canzone*,97,26,188,20,17,7,8,1,0,9.6,28.2,3.2,0.652,0.307,107,-3.0102,0.0659,0.0567,87.1077,PR,avail,avail,26438,0.0,0.071,0.0,0.071,0.213,0.287,0.413,0.7
381,Charlie Blackmon*,9,37,499,59,52,24,12,6,2,8.6,17.2,5.0,0.741,0.307,333,-11.932,-0.4942,0.0553,93.8778,STE,SR,WAW,7859,0.26,0.325,0.385,0.71,0.255,0.33,0.42,0.75
382,Leonardo Rivas#,64,26,86,10,8,1,0,3,0,11.6,27.9,3.7,0.607,0.303,53,-1.5264,0.2998,0.0523,88.4792,avail,rook,rook,21009,0.179,0.281,0.179,0.46,0.267,0.365,0.333,0.698
383,Jacob Wilson,6,22,103,11,3,2,0,0,0,7.8,9.7,3.2,0.629,0.291,49,-0.9522,-0.2686,0.0521,85.5067,avail,rook,rook,33266,0.25,0.318,0.5,0.818,0.25,0.312,0.264,0.576
384,Charles Leblanc,543,28,28,6,6,0,2,0,0,25.0,32.1,7.4,0.869,0.388,27,-2.0025,-0.0701,0.0494,150.4912,avail,rook,rook,19813,0.182,0.308,0.455,0.763,0.2,0.467,0.5,0.967
385,Jake Bauers*,379,28,346,45,43,9,12,13,1,11.3,34.1,4.2,0.662,0.305,241,-6.8543,1.0657,0.0476,87.2597,TB,avail,avail,15194,0.242,0.286,0.394,0.68,0.193,0.302,0.357,0.659
386,Ildemaro Vargas#,5476,32,303,21,30,16,1,9,4,6.3,10.2,3.0,0.611,0.278,158,1.115,-0.7649,0.0447,72.3843,STE,avail,STL,13324,0.261,0.299,0.345,0.644,0.235,0.292,0.294,0.586
387,Samad Taylor,7,25,5,2,0,0,0,0,0,0.0,20.0,7.2,0.8,0.171,4,0.0128,-0.0158,0.0395,138.2571,avail,avail,avail,22274,0.333,0.333,0.333,0.666,0.5,0.5,0.5,1.0
388,Brandon Lockridge,987,27,12,4,1,0,1,2,0,0.0,33.3,2.7,0.584,0.177,11,0.1662,0.4202,0.0392,57.752,avail,rook,rook,21496,0.333,0.333,0.833,1.166,0.0,0.0,0.0,0.0
389,Cade Marlowe*,9,27,9,1,0,0,0,0,0,11.1,11.1,1.9,0.583,0.322,3,0.0288,0.2172,0.0371,81.8547,GNB,avail,avail,25505,0.0,0.0,0.0,0.0,0.333,0.429,0.333,0.762
390,Tyler Heineman#,2,33,16,2,0,0,0,0,0,18.8,37.5,1.6,0.396,0.23,7,0.8284,-0.0622,0.0304,45.1119,avail,avail,avail,13897,0.167,0.375,0.167,0.542,0.0,0.25,0.0,0.25
391,Kyle Manzardo*,3,23,156,11,15,12,5,0,0,5.8,26.3,4.0,0.703,0.276,89,-4.5783,0.0127,0.0272,97.9217,avail,rook,rook,29794,0.211,0.25,0.316,0.566,0.238,0.287,0.437,0.724
392,Logan Driscoll*,2,26,37,2,5,0,1,0,0,2.7,16.2,1.7,0.446,0.257,16,2.2981,-0.0512,0.0259,23.7163,avail,rook,rook,25475,0.143,0.143,0.143,0.286,0.179,0.2,0.286,0.486
393,Edouard Julien*,4,25,301,36,21,9,8,6,0,11.0,33.9,3.5,0.615,0.29,174,-2.6415,-0.2363,0.0226,79.8578,ROC,WAU,STL,27534,0.172,0.273,0.31,0.583,0.203,0.295,0.325,0.62
394,Cristian Pache,87,25,183,13,16,8,1,1,0,9.3,35.0,2.7,0.552,0.254,90,3.3454,0.2964,0.0193,56.4629,RAM,avail,avail,19948,0.207,0.292,0.319,0.611,0.184,0.226,0.184,0.41
395,Blake Dunn,789,25,29,8,1,1,1,2,0,6.9,37.9,2.4,0.549,0.241,20,0.1687,0.7288,0.0116,49.5017,avail,rook,rook,29487,0.176,0.222,0.412,0.634,0.111,0.273,0.111,0.384
396,Myles Straw,8,29,4,2,0,0,0,2,0,0.0,0.0,4.6,0.5,0.203,5,-0.2116,0.4458,0.0096,40.0837,GH,SR,GAP,17620,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.666
397,Eddy Alvarez*,4,34,11,2,0,0,0,0,0,9.1,18.2,0.1,0.182,0.262,3,0.6562,0.3617,0.0077,-40.5583,avail,rook,rook,16959,0.0,0.5,0.0,0.5,0.0,0.111,0.0,0.111
398,Eric Wagaman,5,26,74,6,10,5,2,0,0,2.7,23.0,3.7,0.673,0.307,44,-1.3172,0.1031,0.0061,85.901,avail,rook,rook,23395,0.111,0.111,0.111,0.222,0.296,0.321,0.5,0.821
399,Sam Huff,2,26,4,0,0,0,0,0,0,25.0,50.0,0.6,0.25,0.373,1,0.3047,-0.0079,-0.0005,4.9895,DV,WC,TBT,22209,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
400,Carlos Narvaez,2,25,15,0,0,0,0,0,0,13.3,40.0,3.2,0.564,0.299,5,0.1427,-0.1978,-0.0029,72.4583,avail,rook,rook,19722,0.167,0.167,0.167,0.334,0.286,0.444,0.286,0.73
401,Matt Thaiss*,2,29,186,14,16,9,2,3,0,15.1,31.2,3.7,0.622,0.292,104,-2.3623,-0.3584,-0.0096,83.2141,HAL,CW,JFS,19318,0.184,0.22,0.237,0.457,0.21,0.352,0.319,0.671
402,Jorge Barrosa#,8,23,18,3,1,2,0,1,0,0.0,11.1,1.8,0.47,0.332,11,0.7742,0.2041,-0.0099,22.2676,avail,rook,rook,23968,0.222,0.222,0.333,0.555,0.125,0.125,0.25,0.375
403,DaShawn Keirsey*,8,27,14,1,1,0,1,0,0,0.0,7.1,2.8,0.599,0.326,7,-0.0403,-0.0158,-0.0106,67.9329,avail,rook,rook,24496,0.0,0.0,0.0,0.0,0.222,0.3,0.556,0.856
404,Rene Pinto,2,27,49,5,6,3,2,0,0,8.2,36.7,4.5,0.721,0.34,33,-1.1003,-0.9685,-0.012,105.698,VAN,CB,OCG,19859,0.167,0.2,0.333,0.533,0.278,0.391,0.556,0.947
405,Jose Devers*,0,24,4,1,0,0,0,0,0,0.0,25.0,2.2,0.5,0.295,2,0.1548,-0.0992,-0.0124,35.4011,avail,rook,rook,20540,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
406,Oscar Colas*,98,25,38,1,4,0,0,0,1,10.5,26.3,3.8,0.641,0.299,18,-0.7045,-0.454,-0.0134,94.5291,RAM,CB,JFS,30162,0.5,0.5,0.5,1.0,0.241,0.353,0.241,0.594
407,Avisail Garcia,9,33,51,4,2,1,2,0,0,2.0,25.5,2.2,0.635,0.302,20,-0.0944,0.0041,-0.0134,71.5138,avail,avail,avail,5760,0.263,0.282,0.447,0.729,0.167,0.167,0.167,0.334
408,Jhonny Pereda,2,28,40,2,4,0,0,0,0,0.0,25.0,1.6,0.481,0.249,14,1.8991,-0.1728,-0.0167,32.6833,avail,rook,rook,19802,0.273,0.273,0.273,0.546,0.214,0.241,0.214,0.455
409,Jackson Holliday*,46,20,208,28,23,4,5,4,0,7.2,33.2,2.9,0.566,0.262,125,0.8399,0.8123,-0.0186,63.1667,avail,rook,rook,31781,0.1,0.217,0.2,0.417,0.213,0.265,0.34,0.605
410,Jose Tena*,54,23,168,14,15,5,3,6,1,4.2,24.4,4.0,0.652,0.302,94,-2.7723,0.4429,-0.0187,82.9857,avail,avail,avail,23691,0.208,0.208,0.25,0.458,0.292,0.333,0.398,0.731
411,Ben Gamel*,97,32,99,22,4,4,1,1,0,18.2,24.2,5.4,0.717,0.347,71,-4.4225,-0.7426,-0.0213,114.5354,avail,avail,avail,12160,0.267,0.389,0.333,0.722,0.242,0.383,0.333,0.716
412,Drew Waters#,97,25,19,2,1,1,0,0,0,10.5,31.6,3.1,0.566,0.202,10,-0.5647,0.3689,-0.025,68.7372,CK,KR,SEA,20505,0.0,0.0,0.0,0.0,0.2,0.333,0.267,0.6
413,Zach DeLoach*,978,25,75,10,5,5,1,0,1,10.7,28.0,3.4,0.621,0.26,43,-0.3594,-0.5965,-0.025,79.1908,avail,rook,rook,27471,0.19,0.261,0.381,0.642,0.217,0.308,0.304,0.612
414,David Fletcher,4,30,9,0,2,0,0,0,0,0.0,11.1,2.2,0.472,0.144,4,0.2893,-0.0158,-0.0293,20.3408,avail,avail,avail,17992,0.2,0.167,0.2,0.367,0.333,0.333,0.333,0.666
415,Seby Zavala,2,30,43,4,2,2,1,0,0,7.0,37.2,1.5,0.496,0.265,18,0.9938,-0.0623,-0.033,45.439,BRA,WC,avail,18887,0.2,0.25,0.467,0.717,0.125,0.192,0.167,0.359
416,Aaron Schunk,456,26,98,14,7,3,2,0,1,4.1,31.6,3.0,0.595,0.235,53,2.9527,-0.6469,-0.0365,49.4648,avail,rook,rook,25524,0.188,0.235,0.188,0.423,0.258,0.281,0.403,0.684
417,Jakson Reetz,2,28,15,1,1,1,1,0,0,6.7,33.3,1.7,0.629,0.271,7,-0.3423,-0.0073,-0.0386,70.8061,avail,rook,rook,17837,0.143,0.143,0.571,0.714,0.143,0.25,0.286,0.536
418,Santiago Espinal,54679,29,391,32,45,12,9,11,1,6.1,13.8,3.7,0.651,0.289,228,-2.5146,0.8724,-0.044,74.7565,WHI,WC,SEA,19997,0.289,0.344,0.491,0.835,0.226,0.27,0.292,0.562
419,Willie Calhoun*,3,29,254,26,20,16,5,0,1,9.1,12.2,4.1,0.695,0.306,146,-6.0156,-1.7985,-0.0446,96.2702,avail,avail,avail,17838,0.185,0.29,0.185,0.475,0.252,0.318,0.406,0.724
420,Billy McKinney*,79,29,28,4,2,1,0,0,0,7.1,46.4,2.2,0.526,0.227,14,0.2415,-0.0337,-0.0467,52.4494,avail,avail,avail,15654,0.25,0.25,0.25,0.5,0.19,0.292,0.238,0.53
421,Angel Martinez#,87954,22,169,16,11,7,3,3,1,8.9,19.5,3.6,0.636,0.27,91,-3.4893,0.6496,-0.0486,83.1198,avail,rook,rook,26540,0.257,0.386,0.314,0.7,0.224,0.266,0.345,0.611
422,Dillon Dingler,2,25,87,2,11,5,1,0,0,3.4,34.5,1.7,0.505,0.28,39,2.5669,0.2472,-0.0528,37.461,avail,rook,rook,27464,0.12,0.12,0.24,0.36,0.186,0.226,0.339,0.565
423,Jacob Hurtubise*,79,26,68,7,4,1,0,2,0,8.8,26.5,2.9,0.538,0.265,39,0.2501,0.7317,-0.0554,53.4864,avail,rook,rook,27599,0.167,0.286,0.167,0.453,0.188,0.298,0.25,0.548
424,Jose Azocar,789,28,79,13,2,2,0,5,1,6.3,24.1,2.4,0.516,0.264,42,0.4238,0.9896,-0.0581,51.2357,CK,avail,SEA,18821,0.195,0.233,0.22,0.453,0.25,0.314,0.281,0.595
425,Gustavo Campero#,9,26,48,6,6,0,1,3,0,0.0,16.7,3.8,0.619,0.254,32,-1.2064,0.4928,-0.063,72.7511,avail,rook,rook,22707,0.2,0.2,0.5,0.7,0.25,0.289,0.306,0.595
426,Nick Yorke,4957,22,42,4,5,0,2,2,0,9.5,28.6,4.3,0.664,0.383,27,-1.2342,0.1377,-0.0636,81.7178,avail,rook,rook,27504,0.0,0.0,0.0,0.0,0.25,0.324,0.438,0.762
427,Jon Singleton*,3,32,405,46,42,13,13,0,0,11.6,27.4,4.6,0.707,0.31,257,-12.3694,-3.9648,-0.0673,104.7122,avail,avail,avail,10441,0.145,0.207,0.25,0.457,0.258,0.35,0.423,0.773
428,Yuli Gurriel,3,40,65,7,6,3,0,1,0,13.8,23.1,3.9,0.634,0.322,38,-1.6472,0.0826,-0.0716,82.5837,HIG,avail,avail,19198,0.095,0.259,0.095,0.354,0.333,0.395,0.424,0.819
429,Bryce Johnson#,987,28,73,9,4,2,0,1,1,9.6,16.4,2.3,0.524,0.287,37,0.8645,-0.2504,-0.0723,57.0998,avail,IR,avail,20002,0.167,0.286,0.2,0.486,0.242,0.286,0.273,0.559
430,David Villar,3,27,37,3,4,4,1,0,0,2.7,35.1,4.5,0.727,0.323,23,-1.5584,-0.2546,-0.0743,96.8822,avail,avail,avail,24782,0.263,0.3,0.421,0.721,0.25,0.235,0.5,0.735
431,Tyler Black*,3,23,57,4,2,2,0,3,0,12.3,29.8,3.4,0.561,0.25,29,-1.0008,0.584,-0.0746,67.6703,avail,rook,rook,29949,0.286,0.286,0.429,0.715,0.19,0.32,0.214,0.534
432,Tommy Pham,978,36,478,49,39,20,9,7,3,7.3,22.2,4.0,0.673,0.323,277,-8.475,-3.1316,-0.0747,90.8901,WHI,WAU,WWL,2967,0.222,0.294,0.38,0.674,0.256,0.309,0.364,0.673
433,Vinny Capra,5,27,9,1,0,1,0,0,0,0.0,33.3,0.0,0.333,0.055,2,0.0349,0.1976,-0.075,-16.8963,avail,avail,avail,25040,0.25,0.25,0.5,0.75,0.0,0.0,0.0,0.0
434,Anthony Rendon,5,34,238,21,14,10,0,6,1,9.7,14.7,3.1,0.574,0.289,119,-1.1145,1.1941,-0.0784,67.7886,HAR,SLB,avail,12861,0.241,0.324,0.241,0.565,0.215,0.304,0.271,0.575
435,Ryan McKenna,987,27,15,4,2,0,2,1,1,6.7,33.3,4.4,0.91,0.26,14,-2.1074,-0.0311,-0.0795,157.7534,RAC,avail,avail,19928,0.167,0.167,0.667,0.834,0.5,0.667,0.5,1.167
436,Liover Peguero,6,23,10,0,2,1,0,0,0,0.0,30.0,2.0,0.5,0.261,5,-0.2989,-0.0079,-0.0827,30.8517,CK,MVR,FMB,24273,0.0,0.0,0.0,0.0,0.222,0.222,0.333,0.555
437,Edwin Rios*,3,30,10,1,0,0,0,0,0,10.0,40.0,0.9,0.311,0.226,3,0.0161,0.14,-0.0867,-11.0847,avail,avail,avail,18316,0.0,0.0,0.0,0.0,0.125,0.222,0.125,0.347
438,Miguel Sano,53,31,95,9,6,3,2,0,0,9.5,37.9,3.1,0.608,0.311,48,-0.7605,-0.5691,-0.0891,75.1665,avail,rook,rook,12164,0.235,0.381,0.294,0.675,0.197,0.27,0.318,0.588
439,Hunter Renfroe,9,32,424,44,52,18,15,1,1,8.5,19.8,3.8,0.689,0.292,260,-7.4005,-3.6334,-0.0915,91.7869,DV,avail,GAP,15464,0.226,0.294,0.409,0.703,0.23,0.299,0.385,0.684
440,Blaze Alexander,645,25,185,19,21,7,3,3,1,8.1,26.5,4.1,0.664,0.26,114,-4.5383,0.0578,-0.093,88.3372,avail,rook,rook,23789,0.297,0.373,0.446,0.819,0.207,0.277,0.261,0.538
441,Luis Vazquez,65,24,14,2,1,0,0,0,0,0.0,42.9,0.3,0.226,0.168,4,0.8304,-0.0158,-0.0938,-30.7792,avail,rook,rook,23442,0.143,0.125,0.143,0.268,0.0,0.167,0.0,0.167
442,Jonah Heim#,2,29,491,45,59,12,13,1,1,5.3,18.3,2.8,0.603,0.277,262,2.1801,-2.8617,-0.1001,70.3556,GRF,SIP,GAP,16930,0.241,0.291,0.389,0.68,0.214,0.259,0.319,0.578
443,Aramis Garcia,2,31,7,0,0,0,0,0,0,0.0,42.9,-0.0,0.0,0.08,-1,0.5236,0.0,-0.1042,-100.0,avail,rook,rook,16925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,Brian Anderson,9,31,5,0,0,0,0,0,0,0.0,40.0,-0.0,0.0,0.472,-1,0.0565,0.0,-0.1076,-100.0,GH,avail,OBS,18289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,Alex Jackson,2,28,155,17,12,7,3,1,0,7.7,34.2,1.5,0.438,0.224,73,5.8169,0.6033,-0.1115,28.575,avail,rook,rook,17276,0.098,0.175,0.235,0.41,0.136,0.216,0.239,0.455
446,Tyler Gentry,9,25,5,0,0,0,0,0,0,0.0,40.0,0.0,0.0,0.082,0,-0.0216,0.0,-0.1154,-100.0,avail,rook,rook,27784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,Brett Sullivan*,2,30,17,1,2,0,1,0,0,5.9,23.5,3.1,0.61,0.176,9,-1.0266,-0.0803,-0.1155,71.5872,avail,avail,avail,18217,0.5,0.5,1.25,1.75,0.083,0.154,0.083,0.237
448,Jair Camargo,0,24,7,1,0,0,0,0,0,14.3,42.9,0.2,0.143,0.188,2,-0.2173,0.0157,-0.1177,-46.2921,avail,rook,rook,21730,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25
449,Jerar Encarnacion,973,26,119,13,19,5,5,1,0,4.2,28.6,4.4,0.702,0.355,81,-3.1934,-1.132,-0.121,94.3199,avail,rook,rook,21871,0.262,0.295,0.333,0.628,0.239,0.267,0.479,0.746
450,Luken Baker,0,27,49,3,10,1,2,1,0,14.3,22.4,3.9,0.686,0.282,34,-1.9469,-0.2359,-0.1229,89.1,avail,avail,avail,21497,0.278,0.364,0.722,1.086,0.091,0.222,0.136,0.358
451,Grant Koch,2,27,8,1,0,0,0,0,0,12.5,75.0,0.1,0.125,0.089,2,0.0606,-0.038,-0.1232,-54.9454,avail,rook,rook,22045,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
452,Taylor Trammell*,79,26,8,2,0,0,0,0,0,12.5,37.5,1.4,0.393,0.16,4,-0.5091,-0.2314,-0.1241,34.0708,avail,avail,avail,19960,,1.0,,,0.143,0.143,0.143,0.286
453,Duke Ellis*,87,26,5,1,0,0,0,5,0,0.0,40.0,4.9,0.4,0.254,7,-1.9665,0.992,-0.1381,20.804,avail,rook,rook,27543,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.5
454,Andrew Vaughn,3,26,619,55,70,30,19,2,0,6.1,21.3,4.1,0.699,0.321,368,-17.486,-2.345,-0.1402,96.9509,HOM,CB,SEA,26197,0.281,0.327,0.445,0.772,0.233,0.287,0.387,0.674
